ds,yhat,yhat_lower,yhat_upper
2011-02-13,2881.5189949852684,-13792.241585346002,19027.333385882386
2011-02-14,16596.53021359693,479.45432858763456,33440.43296572944
2011-02-15,21571.45225415392,5356.371602198035,38182.754409308596
2011-02-16,19543.739910270757,3163.8121070466386,36949.12280920408
2011-02-17,27552.7541482067,9691.328690006665,44329.55791564706
2011-02-18,20113.6289659049,4291.61731695637,36971.73726171722
2011-02-20,8068.11865768787,-7990.471859355806,24829.185370607178
2011-02-21,21586.74475031936,4166.516659700621,37666.783349233585
2011-02-22,26226.941494138937,8919.798805316588,42233.94774455664
2011-02-23,23740.524610457287,8356.947119894456,39327.30123600748
2011-02-24,31184.563789486365,13813.321034243963,48072.90038252798
2011-02-25,23094.67740757642,6039.97935191382,40605.72408574011
2011-02-27,9582.176365294556,-6850.786448253923,25141.584810679502
2011-02-28,22333.36421985102,6442.78906853977,38750.25200794337
2011-03-01,26216.443991677148,7917.557441315729,40983.27985039767
2011-03-02,23007.15608391959,7694.114505715246,39832.23252726172
2011-03-03,29785.016980103857,12520.790142409216,47176.629075511315
2011-03-04,21105.96456679999,3801.3631338641267,37103.27715406638
2011-03-06,6713.421267872283,-9647.936200265594,24359.886285553963
2011-03-07,19198.968838642577,1880.7576046106174,36008.45003121594
2011-03-08,22943.21774114949,6752.548838806399,40389.52268088377
2011-03-09,19724.818459954167,5076.347153004641,37502.91133060087
2011-03-10,26622.116879373938,9002.763952932537,43016.32118894578
2011-03-11,18185.878793552143,458.9079821792521,34564.14213093647
2011-03-13,4609.6957089085845,-12917.592547894046,22157.87179851285
2011-03-14,17640.76340966916,1013.610849136582,32783.149036149676
2011-03-15,21998.76763478241,5624.6655793863665,38485.29758329269
2011-03-16,19442.206531644257,3823.8246187497552,36345.561981038925
2011-03-17,27027.889246485858,10252.051721478372,44071.37494900511
2011-03-18,19284.325252052175,2587.7071323758382,36534.11005277279
2011-03-20,7017.822837701482,-10694.094647032176,24409.193943813338
2011-03-21,20623.88388092073,3545.237782424515,37411.11405657966
2011-03-22,25478.411439766922,8533.758315130714,40985.09220484327
2011-03-23,23323.909736581365,6407.655888482437,39610.903589184796
2011-03-24,31204.127385074797,15079.363752968564,48343.861658789334
2011-03-25,23637.831743000563,8325.771096579158,40432.13754854955
2011-03-27,11353.285953420986,-4345.03606627128,27248.586373186467
2011-03-28,24763.1522117457,7604.906044098334,42143.92741661928
2011-03-29,29302.462120259584,12039.466604722613,46295.94612049207
2011-03-30,26722.60938438863,10267.38484396183,43283.5391323146
2011-03-31,34079.58364998113,18205.811982294723,50348.59045648328
2011-04-01,25907.374897041474,8746.262425265119,43274.14188696435
2011-04-03,12235.97763401274,-3066.6272145039866,29854.922081093668
2011-04-04,24905.797060009012,8189.713190701698,42654.543278923986
2011-04-05,28702.959583182426,13161.51191052821,44538.99507036294
2011-04-06,25400.92232107621,9184.252595963475,42396.44852876432
2011-04-07,32077.22180158851,14263.20267201926,47624.89499093499
2011-04-08,23286.245973011584,6884.9745816457225,38889.57208908228
2011-04-10,8635.35774747609,-7770.16503030959,26976.908156205463
2011-04-11,20974.414989275447,4405.721291674331,37128.69683501163
2011-04-12,24561.77868918902,6692.504454765758,39810.731244949406
2011-04-13,21177.89111013175,4264.152713953663,37086.78474068885
2011-04-14,27903.619809711618,10741.662984631896,43600.18169782124
2011-04-15,19292.938954253492,3189.8805226682316,36282.94700669752
2011-04-17,5375.077357391678,-11057.449465341204,21622.18463771518
2011-04-18,18248.01652174301,1610.1069500424933,35015.72829182507
2011-04-19,22462.985628065224,6498.248550715683,38766.22421128709
2011-04-20,19783.645365084045,2366.2096139307478,36882.6752793441
2011-04-21,27271.940087540723,10987.483532733442,43262.19864656376
2011-04-26,25774.128736489467,9071.569607843056,43356.80522586936
2011-04-27,23761.055692982452,7891.588998067594,40767.65925234563
2011-04-28,31830.38983053714,16842.525768474075,48166.781244164886
2011-05-01,12824.911890526866,-3613.584468135214,29577.884208806892
2011-05-03,31542.21634150302,15237.520564711787,49004.435317832336
2011-05-04,29394.19582600437,13226.32589637766,45880.84173450095
2011-05-05,37206.64374978924,20719.25117812005,54072.00997487238
2011-05-06,29506.45982453065,14277.165605971732,45418.110316494676
2011-05-08,16797.677499947087,-520.0271144225517,33809.75081611897
2011-05-09,29941.680756247213,14065.411465286368,46704.476897111614
2011-05-10,34197.12392516965,17478.308396818076,50727.8072209505
2011-05-11,31329.21328696265,15007.124472991201,49269.790592804944
2011-05-12,38407.54710374246,21686.935415186403,55358.87958027107
2011-05-13,29979.064351348632,13810.200211140811,47927.4905946007
2011-05-15,15908.164446913523,-1340.857994849381,31643.34219000537
2011-05-16,28453.66928592853,12191.34350615397,44639.51448732435
2011-05-17,32186.080468168868,14769.078154301296,48054.48852100608
2011-05-18,28882.944938139473,11870.695619036886,46234.41842566582
2011-05-19,35623.409851140605,18994.914755683367,51937.10212252006
2011-05-20,26960.92860249426,9913.187693444112,41283.044679317805
2011-05-22,12743.715649005724,-4666.537334290502,29150.593414071478
2011-05-23,25373.876892744403,9412.929130448309,42078.24633056219
2011-05-24,29288.9296558304,13529.268680827841,46483.03628581876
2011-05-25,26257.389126079805,8814.747449606415,43753.74309699494
2011-05-26,33346.82761194237,15730.260152285104,50681.77779404453
2011-05-27,25096.956210639622,8187.638743890807,42342.09117028836
2011-05-29,11832.726437935347,-4537.702988047098,28090.80454629685
2011-05-31,29386.64258620202,12427.492307038574,45804.70643628182
2011-06-01,26836.59628911411,11090.81428786484,42526.87190774005
2011-06-02,34370.02238327125,17494.79024888783,51182.804528780885
2011-06-03,26511.471929334835,10189.716928174792,41728.4330880402
2011-06-05,13820.492170929756,-2490.3395743680885,29598.378067823338
2011-06-06,27118.79044321801,11943.190998085072,44247.759553534706
2011-06-07,31606.222980647155,15207.366127857626,48862.56451539529
2011-06-08,29030.807140168206,12005.485771410713,46018.78683625911
2011-06-09,36443.407715928624,19892.355284507496,52159.280412468994
2011-06-10,28371.288636670248,12667.002084888822,45411.72024150494
2011-06-12,14999.743244081812,-1397.5448140485948,30787.032287620685
2011-06-13,27849.787096437045,10442.142049508862,43567.20978283882
2011-06-14,31833.116242508637,15723.54238294549,48393.99661769321
2011-06-15,28712.02368048755,11918.536824269479,45983.826142608275
2011-06-16,35552.88216252449,20360.199356174053,52464.2650712508
2011-06-17,26899.232451812153,11164.80260483327,44310.79209706937
2011-06-19,12401.321788576279,-4821.6255096712475,28798.775051556757
2011-06-20,24738.596957696678,7274.479658718394,39989.69382104254
2011-06-21,28262.57943436502,11228.93349824044,44889.56295740167
2011-06-22,24748.614167761676,7800.297012775589,41707.84228321214
2011-06-23,31274.237478715077,15653.6926400905,47253.781893257416
2011-06-24,22391.96485431408,5819.0138412580345,38989.068154406355
2011-06-26,7720.278940247164,-9198.106264458094,24137.08151582269
2011-06-27,20117.688357806728,2097.06359151687,36241.84694886868
2011-06-28,23798.907918808975,7094.451790662464,40496.84898095467
2011-06-29,20535.34686374405,4772.067262942124,37017.23056283318
2011-06-30,27398.17007924254,11052.4461177213,44593.594981938775
2011-07-01,18931.305300038497,1658.515613287232,35826.73255898268
2011-07-03,5281.361372922704,-10711.897364677096,22262.45566372385
2011-07-04,18259.62074266513,1669.7249891185543,34175.02459749987
2011-07-05,22549.70516137658,4708.391439750268,38979.51269795522
2011-07-06,19908.428848297626,2578.467311811713,36630.88012090716
2011-07-07,27392.37368288112,11272.594368431584,44811.371158671536
2011-07-08,19531.30850909681,3712.2351033533287,38316.95026222337
2011-07-10,6994.790009368451,-9269.846995231848,23579.560523452503
2011-07-11,20457.81121319526,3631.8075313081868,35904.11420700757
2011-07-12,25172.180427175444,8790.168560302001,42373.978748339665
2011-07-13,22887.709837619328,6627.805168526461,38467.641366523254
2011-07-14,30656.059618529966,15480.022014045595,47209.562283149164
2011-07-15,23004.225687317758,5685.118739099261,39711.22321859887
2011-07-17,10660.2354501369,-5673.8068169364215,28344.09913242625
2011-07-18,24111.423747424982,7458.143746552876,40380.2058584715
2011-07-19,28748.20956524704,12260.66181608565,45202.445304035886
2011-07-20,26327.110183450288,9736.262171965636,42551.81812771018
2011-07-21,33907.739930038806,17350.501065266748,50200.35926844616
2011-07-22,26025.987590509012,9795.436616938921,42799.81160765905
2011-07-24,13133.83680682175,-2437.186483994148,30068.69262986797
2011-07-25,26286.25196772447,10491.741270972056,42886.84411017533
2011-07-26,30620.343963679352,15119.571497804332,47286.9488130931
2011-07-27,27901.24733698155,10998.23313428997,42719.727792752885
2011-07-28,35196.239041015215,19283.38246023913,51130.68149522455
2011-07-29,27047.69479039912,10421.829419112675,43717.63282092323
2011-07-31,13697.595903668418,-2653.4890667024906,31354.8808658151
2011-08-01,26664.688352084573,9766.321062952331,44084.357426878785
2011-08-02,30843.914624243735,13651.80501696688,48356.51839780408
2011-08-03,27999.587843933237,12001.8988138168,44369.02617730942
2011-08-04,35196.820883060216,16870.68664394273,52192.674240536035
2011-08-05,26974.649669317318,10007.898155578665,43399.49339605909
2011-08-07,13531.758141382936,-3044.227208200443,28905.651761158268
2011-08-08,26469.19983392414,10864.844873701973,43740.2113136707
2011-08-09,30622.501840848494,14922.226959252022,46629.99855252045
2011-08-10,27750.5055434366,11947.191964727668,44551.99954439485
2011-08-11,34913.286770172235,18692.296919246193,52129.40039710851
2011-08-12,26645.552942598177,9770.433548045312,43479.77821825714
2011-08-14,13065.875421414072,-3583.227431214888,29499.57868964083
2011-08-15,25909.00662068895,9943.342029428699,41664.966890573225
2011-08-16,29950.990176820353,13165.371025847771,46257.023242818716
2011-08-17,26952.72806457727,10814.790874357363,42842.64683638869
2011-08-18,33977.84879382269,17804.000061455525,51709.377090982925
2011-08-19,25566.037792953444,9017.510136086306,42343.5868114262
2011-08-21,11705.173460974846,-3840.4435480357893,27645.641322407995
2011-08-22,24426.85043412239,8092.589841397961,43447.44431565194
2011-08-23,28371.75523021641,12037.253442332662,44921.22946268134
2011-08-24,25309.927093326798,8681.553881266938,42263.761656520335
2011-08-25,32314.064286588116,15208.661421894773,49056.953469709326
2011-08-26,23932.495732647683,7411.003706227801,40722.62280906699
2011-08-28,10316.079102691561,-7544.671058776091,25943.794035186103
2011-08-30,27509.538770148713,12219.987083203861,44501.03644073696
2011-08-31,24824.427235122595,6886.0541696542095,41476.903079761665
2011-09-01,32280.561489011834,15081.431886921377,49985.923975499856
2011-09-02,24423.20600269874,7328.998747683831,41826.379285628485
2011-09-04,12047.65108227183,-4139.392170298352,29510.310069282543
2011-09-05,25694.187896100302,9423.17353886581,41171.51499112088
2011-09-06,30675.044152147344,15458.944696868031,47634.39449452607
2011-09-07,28747.619346501277,12857.614361728922,45830.30164692775
2011-09-08,36968.203966453824,18990.10230895853,53552.59523297713
2011-09-09,29865.19417215495,13240.07628538727,46206.762140779705
2011-09-11,18897.179004546757,3572.9623867900136,35457.00387038311
2011-09-12,33161.230455488694,16050.93599541325,49707.401415042994
2011-09-13,38679.135248521605,22293.30080987374,55496.45623866352
2011-09-14,37192.44504730246,21026.277199054693,54384.394122054866
2011-09-15,45743.28943319668,29588.32131608331,63093.58045864247
2011-09-16,38848.04563497593,23011.83603531227,55262.48990838672
2011-09-18,27893.108154687936,11409.311896306757,43856.28718828238
2011-09-19,41952.51191638157,26354.12321857916,58229.43327650093
2011-09-20,47123.83000465732,30625.893783120006,63448.748105328705
2011-09-21,45152.076344131914,28534.85357348252,61661.82335376384
2011-09-22,53086.334545494516,36324.24228983154,69333.28409600556
2011-09-23,45453.342111585975,29678.38150910503,62603.201014811944
2011-09-25,32716.70182410026,16557.67658403857,48671.23700882408
2011-09-26,45767.7937134836,30575.60105562999,60878.05070318207
2011-09-27,49880.11193780527,34330.13112894088,66273.24728830844
2011-09-28,46821.541631065076,29536.73272520756,64168.61261039269
2011-09-29,53665.091361390696,36431.52145801705,69418.15509760658
2011-09-30,44961.867898559656,28999.310103456366,60594.03206215932
2011-10-02,30242.09087778962,12636.39686936471,47247.9499240536
2011-10-03,42425.52477833613,26122.295696742374,60071.365974289656
2011-10-04,45779.93208575664,28185.436324875394,62283.47763364181
2011-10-05,42090.43433968758,25704.21086630208,58351.597565774784
2011-10-06,48444.1838410811,31152.8500407241,64194.905145882214
2011-10-07,39402.92908057598,22319.346558857458,56391.49049387651
2011-10-09,24485.643635603417,7896.8263555507165,40949.46972633728
2011-10-10,36811.02141499947,19765.67693679223,53505.71020216375
2011-10-11,40461.87989810479,23634.63328359442,55825.93767016886
2011-10-12,37213.81488346457,20415.647051035186,53977.252632081596
2011-10-13,44140.66335142051,26704.699327395265,61143.1452671346
2011-10-14,35787.40876001586,18206.691113920133,52343.92797896581
2011-10-16,22509.241788445812,6841.375451953458,39272.25504549691
2011-10-17,35739.33848415393,17722.901736874308,51084.46165674474
2011-10-18,40318.27927319804,23648.945771311417,55524.35699282457
2011-10-19,37995.7742891184,21050.38469863535,55153.27654405825
2011-10-20,45819.972164568244,29542.382008510896,61713.75109379722
2011-10-21,38311.085879357015,21704.92140189522,55014.60063006126
2011-10-23,26472.382981097984,10230.621444241995,42610.72412828484
2011-10-24,40258.70944747268,24179.130364387907,56124.37934865249
2011-10-25,45264.292579793604,28364.06789505773,61758.30928137043
2011-10-26,43228.09065650074,27525.782658770902,60542.20698502729
2011-10-27,51191.66296568818,34906.02227238198,66420.63424274678
2011-10-28,43673.00567180927,27850.19285123497,60458.14167336769
2011-10-30,31380.71408837445,15907.913786996392,48912.80890486472
2011-10-31,44740.79929667991,28120.032650305653,62060.50548545827
2011-11-01,49205.69135947557,33697.69325212449,65045.00276689863
2011-11-02,46532.780780988964,30412.5136925016,63307.589820969675
2011-11-03,53785.102189158824,36924.432305948925,68002.15771518312
2011-11-04,45504.56547011363,28932.493123265813,62925.36703420424
2011-11-06,31640.335037360623,14993.139992611465,47254.50185690732
2011-11-07,44243.98837701092,27062.08614984911,60363.75929374905
2011-11-08,48007.51063114656,31388.963046018038,64025.5164398435
2011-11-09,44713.356620519226,27358.105120899232,60940.118467713066
2011-11-10,51447.54510819613,36349.13595913162,67597.59775007697
2011-11-11,42772.18837143749,26191.83552144657,59864.307076490106
2011-11-13,28551.469495054112,12229.789682513741,45271.47173431475
2011-11-14,41214.75137208049,25055.662478207294,59268.89961324757
2011-11-15,45203.063906301264,28224.890213198927,62191.916111079445
2011-11-16,42297.74470052725,25888.065772353995,59060.78364835172
2011-11-17,49578.77146326782,34173.580177873904,65469.42956586142
2011-11-18,41597.38532213052,24895.066226260904,58155.758198608666
2011-11-20,29139.8942621601,11862.568389624152,45791.874979706394
2011-11-21,42829.2846296766,26095.415507191097,58853.20438568934
2011-11-22,47905.63071262185,30959.05399130446,64428.726749609086
2011-11-23,46121.234940702634,29605.257471040655,62394.22605146704
2011-11-24,54525.3683386181,38889.69392959684,71435.6646421527
2011-11-25,47637.72485357268,31574.996528436113,63202.510784125414
2011-11-27,37154.4358200679,20834.044156964737,52723.650744438004
2011-11-28,51664.79977764861,34541.3784224463,68960.3394964887
2011-11-29,57415.4677383743,40367.35790943347,74493.11356387891
2011-11-30,56135.80775854761,38816.33347237537,72350.87392371827
2011-12-01,64856.17978553132,48438.44441792598,80739.01191257883
2011-12-02,58081.965884687976,41561.149626208906,75600.62989249427
2011-12-04,47185.463566556675,31004.078610394263,62343.32794183928
2011-12-05,61166.990712648876,43541.72272100112,76651.68471802537
2011-12-06,66181.83678542142,49674.698993175414,81399.0008713656
2011-12-07,63972.11512492433,48004.75764076012,79965.25470067721
2011-12-08,71586.1331263575,55047.91382543769,89283.4465578598
2011-12-09,63552.01048061438,48305.41957601085,80213.08237302139
2011-12-10,81256.96211092419,63958.32312752255,96557.17060383785
2011-12-11,49786.54085325592,33648.92277675251,64950.71580335312
2011-12-12,62222.95642582236,45529.58936175936,77738.53053693083
2011-12-13,65665.41865661851,47635.86077542887,82701.43142468028
2011-12-14,61892.45828337427,44532.507898797674,78004.81972239236
2011-12-15,67988.92502477672,50985.35882502921,84748.72950281056
2011-12-16,58518.65626659167,43060.80074384812,74950.29758542463
2011-12-17,74902.82663114124,57460.27727700048,91519.12292761734
2011-12-18,42258.298778000004,25070.29368828598,58844.65836427976
2011-12-19,53695.11623897769,38376.33250986968,69857.79306090831
2011-12-20,56336.108806587334,40248.57378504448,73197.35316374234
2011-12-21,51978.583999165196,35010.981473726344,69108.991925871
2011-12-22,57720.821611830805,40659.583299627935,75001.65824057691
2011-12-23,48134.378621854805,32873.31330980531,65150.03061099679
2011-12-24,64642.22486208565,48482.45096027144,80422.54262324476
2011-12-25,32357.035898300037,14771.374541838422,49192.97549802813
2011-12-26,44378.78575874057,28681.540379053862,62139.56709429214
2011-12-27,47814.60759113143,32216.797933759917,64958.371120029115
2011-12-28,44440.889088782336,28721.599861250143,61207.74705843348
2011-12-29,51330.30896681646,34929.16272725046,67824.94683970144
2011-12-30,43024.807262608294,26985.591020437285,60362.131876465384
2011-12-31,60914.49202334162,42565.38120120292,76890.44385411704
2012-01-01,30076.78808423466,13395.70027657916,47600.887902673996
2012-01-02,43574.9475583606,26904.287795907214,59960.346207674556
2012-01-03,48478.86540970494,32083.230590915344,65269.78417183259
2012-01-04,46528.14126434671,29387.325329929416,63667.555501042014
2012-01-05,54760.06776619873,38472.54758762723,71927.48427938366
2012-01-06,47683.51271587364,31996.84708122989,63722.47914177084
2012-01-07,66658.67314788458,49718.73370176148,83369.54548096226
2012-01-08,36736.98445281354,19661.85339995984,53664.69610493543
